Date,store_id,daily_sales,promotion_active,store_size,city_population,day_of_week,is_weekend,holiday_flag,school_holiday_flag,year,month,competitor_opened_flag,competitor_impact,base_mean,annual_growth_rate
2023-05-24,Kerman1,18740714.64,0,large,537000,2,0,0,1,2023,5,0,1.0,16110300.0,0.0271
2023-05-25,Kerman1,18402947.62,0,large,537000,3,0,0,1,2023,5,0,1.0,16110300.0,0.0271
2023-05-26,Kerman1,18772217.54,0,large,537000,4,0,0,1,2023,5,0,1.0,16110300.0,0.0271
2023-05-27,Kerman1,24470946.45,0,large,537000,5,1,0,1,2023,5,0,1.0,16110300.0,0.0271
2023-05-28,Kerman1,24179930.83,0,large,537000,6,1,0,1,2023,5,0,1.0,16110300.0,0.0271
2023-05-29,Kerman1,19269208.76,0,large,537000,0,0,0,1,2023,5,0,1.0,16110300.0,0.0271
2023-05-30,Kerman1,19108431.08,0,large,537000,1,0,0,1,2023,5,0,1.0,16110300.0,0.0271
2023-05-31,Kerman1,20567856.56,0,large,537000,2,0,0,1,2023,5,0,1.0,16110300.0,0.0271
2023-06-01,Kerman1,24847663.26,0,large,537000,3,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-02,Kerman1,25152177.94,0,large,537000,4,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-03,Kerman1,29848957.86,0,large,537000,5,1,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-04,Kerman1,32330486.46,0,large,537000,6,1,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-05,Kerman1,24801355.94,0,large,537000,0,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-06,Kerman1,25496395.69,0,large,537000,1,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-07,Kerman1,24166514.93,0,large,537000,2,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-08,Kerman1,25632308.59,0,large,537000,3,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-09,Kerman1,25831149.11,0,large,537000,4,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-10,Kerman1,31212260.79,0,large,537000,5,1,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-11,Kerman1,30323812.5,0,large,537000,6,1,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-12,Kerman1,23778331.31,0,large,537000,0,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-13,Kerman1,22845282.23,0,large,537000,1,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-14,Kerman1,25616660.16,0,large,537000,2,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-15,Kerman1,25643076.75,0,large,537000,3,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-16,Kerman1,38122137.04,1,large,537000,4,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-17,Kerman1,45472561.93,1,large,537000,5,1,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-18,Kerman1,48820422.23,1,large,537000,6,1,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-19,Kerman1,33327674.3,1,large,537000,0,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-20,Kerman1,29309145.55,1,large,537000,1,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-21,Kerman1,35021108.41,1,large,537000,2,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-22,Kerman1,24744351.34,0,large,537000,3,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-23,Kerman1,25027411.71,0,large,537000,4,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-24,Kerman1,32189970.31,0,large,537000,5,1,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-25,Kerman1,31004271.66,0,large,537000,6,1,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-26,Kerman1,26448378.45,0,large,537000,0,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-27,Kerman1,25826787.3,0,large,537000,1,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-28,Kerman1,24052768.22,0,large,537000,2,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-29,Kerman1,25795174.84,0,large,537000,3,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-06-30,Kerman1,25544773.39,0,large,537000,4,0,0,1,2023,6,0,1.0,16110300.0,0.0271
2023-07-01,Kerman1,28361036.06,0,large,537000,5,1,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-02,Kerman1,26970512.55,0,large,537000,6,1,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-03,Kerman1,21760907.46,0,large,537000,0,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-04,Kerman1,20420380.99,0,large,537000,1,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-05,Kerman1,19982775.39,0,large,537000,2,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-06,Kerman1,21328099.16,0,large,537000,3,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-07,Kerman1,21908324.12,0,large,537000,4,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-08,Kerman1,27025534.17,0,large,537000,5,1,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-09,Kerman1,26808465.61,0,large,537000,6,1,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-10,Kerman1,21837577.55,0,large,537000,0,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-11,Kerman1,21508509.27,0,large,537000,1,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-12,Kerman1,30434038.25,1,large,537000,2,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-13,Kerman1,30622731.98,1,large,537000,3,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-14,Kerman1,23200310.43,0,large,537000,4,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-15,Kerman1,28126577.75,0,large,537000,5,1,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-16,Kerman1,41102879.16,1,large,537000,6,1,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-17,Kerman1,31467698.42,1,large,537000,0,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-18,Kerman1,34173625.55,1,large,537000,1,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-19,Kerman1,31373053.07,1,large,537000,2,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-20,Kerman1,21939106.89,0,large,537000,3,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-21,Kerman1,23389925.24,0,large,537000,4,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-22,Kerman1,27142434.3,0,large,537000,5,1,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-23,Kerman1,27218522.8,0,large,537000,6,1,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-24,Kerman1,21502660.25,0,large,537000,0,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-25,Kerman1,22307584.07,0,large,537000,1,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-26,Kerman1,22606667.38,0,large,537000,2,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-27,Kerman1,22092891.01,0,large,537000,3,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-28,Kerman1,21936431.42,0,large,537000,4,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-29,Kerman1,28154068.88,0,large,537000,5,1,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-30,Kerman1,27589778.49,0,large,537000,6,1,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-07-31,Kerman1,20951203.73,0,large,537000,0,0,0,0,2023,7,0,1.0,16110300.0,0.0271
2023-08-01,Kerman1,16472434.95,0,large,537000,1,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-02,Kerman1,17743859.23,0,large,537000,2,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-03,Kerman1,17228314.25,0,large,537000,3,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-04,Kerman1,16438894.99,0,large,537000,4,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-05,Kerman1,20369571.3,0,large,537000,5,1,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-06,Kerman1,21797572.27,0,large,537000,6,1,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-07,Kerman1,16435106.87,0,large,537000,0,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-08,Kerman1,16037361.2,0,large,537000,1,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-09,Kerman1,16183635.77,0,large,537000,2,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-10,Kerman1,15307187.74,0,large,537000,3,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-11,Kerman1,17126470.52,0,large,537000,4,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-12,Kerman1,21596421.24,0,large,537000,5,1,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-13,Kerman1,21610916.95,0,large,537000,6,1,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-14,Kerman1,17873675.27,0,large,537000,0,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-15,Kerman1,16229589.77,0,large,537000,1,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-16,Kerman1,16600361.45,0,large,537000,2,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-17,Kerman1,15413558.19,0,large,537000,3,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-18,Kerman1,16404092.45,0,large,537000,4,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-19,Kerman1,21753166.84,0,large,537000,5,1,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-20,Kerman1,20782592.63,0,large,537000,6,1,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-21,Kerman1,15897499.29,0,large,537000,0,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-22,Kerman1,18176585.15,0,large,537000,1,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-23,Kerman1,16983276.89,0,large,537000,2,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-24,Kerman1,16885548.53,0,large,537000,3,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-25,Kerman1,16918774.32,0,large,537000,4,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-26,Kerman1,20197425.21,0,large,537000,5,1,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-27,Kerman1,20416047.94,0,large,537000,6,1,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-28,Kerman1,17756315.42,0,large,537000,0,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-29,Kerman1,16200575.96,0,large,537000,1,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-30,Kerman1,17810846.45,0,large,537000,2,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-08-31,Kerman1,16802899.02,0,large,537000,3,0,0,0,2023,8,0,1.0,16110300.0,0.0271
2023-09-01,Kerman1,17830843.34,0,large,537000,4,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-02,Kerman1,24722524.52,1,large,537000,5,1,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-03,Kerman1,24414720.36,1,large,537000,6,1,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-04,Kerman1,18523574.37,1,large,537000,0,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-05,Kerman1,26399356.97,1,large,537000,1,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-06,Kerman1,16658406.16,0,large,537000,2,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-07,Kerman1,17609997.17,0,large,537000,3,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-08,Kerman1,17512122.6,0,large,537000,4,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-09,Kerman1,21812555.35,0,large,537000,5,1,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-10,Kerman1,21277226.1,0,large,537000,6,1,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-11,Kerman1,15797933.08,0,large,537000,0,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-12,Kerman1,17383632.35,0,large,537000,1,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-13,Kerman1,15962536.14,0,large,537000,2,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-14,Kerman1,17219067.27,0,large,537000,3,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-15,Kerman1,15401330.91,0,large,537000,4,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-16,Kerman1,21537768.52,0,large,537000,5,1,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-17,Kerman1,20693334.16,0,large,537000,6,1,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-18,Kerman1,16848663.83,0,large,537000,0,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-19,Kerman1,18630235.5,0,large,537000,1,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-20,Kerman1,18383746.79,0,large,537000,2,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-21,Kerman1,17269699.96,0,large,537000,3,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-22,Kerman1,17149395.15,0,large,537000,4,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-23,Kerman1,21017485.88,0,large,537000,5,1,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-24,Kerman1,20031795.47,0,large,537000,6,1,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-25,Kerman1,17210002.72,0,large,537000,0,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-26,Kerman1,17127372.14,0,large,537000,1,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-27,Kerman1,17049881.78,0,large,537000,2,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-28,Kerman1,17362193.62,0,large,537000,3,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-29,Kerman1,17287205.01,0,large,537000,4,0,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-09-30,Kerman1,21655476.23,0,large,537000,5,1,0,0,2023,9,0,1.0,16110300.0,0.0271
2023-10-01,Kerman1,20650826.88,0,large,537000,6,1,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-02,Kerman1,18192403.36,0,large,537000,0,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-03,Kerman1,16327263.12,0,large,537000,1,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-04,Kerman1,17189367.9,0,large,537000,2,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-05,Kerman1,18063172.6,0,large,537000,3,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-06,Kerman1,16330213.45,0,large,537000,4,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-07,Kerman1,21320085.78,0,large,537000,5,1,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-08,Kerman1,21080978.91,0,large,537000,6,1,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-09,Kerman1,16739223.7,0,large,537000,0,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-10,Kerman1,17183717.95,0,large,537000,1,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-11,Kerman1,14885817.51,0,large,537000,2,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-12,Kerman1,16149498.09,0,large,537000,3,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-13,Kerman1,17330360.02,0,large,537000,4,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-14,Kerman1,19988216.23,0,large,537000,5,1,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-15,Kerman1,19701129.11,0,large,537000,6,1,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-16,Kerman1,17621739.56,0,large,537000,0,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-17,Kerman1,18064965.31,0,large,537000,1,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-18,Kerman1,17851599.59,0,large,537000,2,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-19,Kerman1,17737902.81,0,large,537000,3,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-20,Kerman1,16912360.99,0,large,537000,4,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-21,Kerman1,19957567.01,0,large,537000,5,1,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-22,Kerman1,20978783.85,0,large,537000,6,1,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-23,Kerman1,15735694.98,0,large,537000,0,0,0,0,2023,10,0,1.0,16110300.0,0.0271
2023-10-24,Kerman1,19629290.4,0,large,537000,1,0,0,1,2023,10,0,1.0,16110300.0,0.0271
2023-10-25,Kerman1,19192426.15,0,large,537000,2,0,0,1,2023,10,0,1.0,16110300.0,0.0271
2023-10-26,Kerman1,20399595.67,0,large,537000,3,0,0,1,2023,10,0,1.0,16110300.0,0.0271
2023-10-27,Kerman1,18268366.83,0,large,537000,4,0,0,1,2023,10,0,1.0,16110300.0,0.0271
2023-10-28,Kerman1,24840674.69,0,large,537000,5,1,0,1,2023,10,0,1.0,16110300.0,0.0271
2023-10-29,Kerman1,23333634.33,0,large,537000,6,1,0,1,2023,10,0,1.0,16110300.0,0.0271
2023-10-30,Kerman1,19777162.51,0,large,537000,0,0,0,1,2023,10,0,1.0,16110300.0,0.0271
2023-10-31,Kerman1,19777873.34,0,large,537000,1,0,0,1,2023,10,0,1.0,16110300.0,0.0271
2023-11-01,Kerman1,20479332.26,0,large,537000,2,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-02,Kerman1,18417343.18,0,large,537000,3,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-03,Kerman1,20119696.64,0,large,537000,4,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-04,Kerman1,23982663.27,0,large,537000,5,1,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-05,Kerman1,23470530.81,0,large,537000,6,1,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-06,Kerman1,19539725.42,0,large,537000,0,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-07,Kerman1,19574083.47,0,large,537000,1,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-08,Kerman1,19728512.13,0,large,537000,2,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-09,Kerman1,19297868.0,0,large,537000,3,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-10,Kerman1,20012350.85,0,large,537000,4,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-11,Kerman1,22834434.58,0,large,537000,5,1,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-12,Kerman1,26485897.12,0,large,537000,6,1,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-13,Kerman1,18182814.87,0,large,537000,0,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-14,Kerman1,19223996.63,0,large,537000,1,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-15,Kerman1,20033068.98,0,large,537000,2,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-16,Kerman1,18771598.54,0,large,537000,3,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-17,Kerman1,21734486.33,0,large,537000,4,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-18,Kerman1,33874236.95,1,large,537000,5,1,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-19,Kerman1,33073811.97,1,large,537000,6,1,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-20,Kerman1,23923778.75,1,large,537000,0,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-21,Kerman1,24818406.04,1,large,537000,1,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-22,Kerman1,25067899.14,0,large,537000,2,0,1,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-23,Kerman1,19260938.52,0,large,537000,3,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-24,Kerman1,19421935.66,0,large,537000,4,0,0,1,2023,11,0,1.0,16110300.0,0.0271
2023-11-25,Kerman1,21657612.81,0,large,537000,5,1,0,0,2023,11,0,1.0,16110300.0,0.0271
2023-11-26,Kerman1,21529441.95,0,large,537000,6,1,0,0,2023,11,0,1.0,16110300.0,0.0271
2023-11-27,Kerman1,16645643.41,0,large,537000,0,0,0,0,2023,11,0,1.0,16110300.0,0.0271
2023-11-28,Kerman1,17111107.55,0,large,537000,1,0,0,0,2023,11,0,1.0,16110300.0,0.0271
2023-11-29,Kerman1,17902529.28,0,large,537000,2,0,0,0,2023,11,0,1.0,16110300.0,0.0271
2023-11-30,Kerman1,17350300.28,0,large,537000,3,0,0,0,2023,11,0,1.0,16110300.0,0.0271
2023-12-01,Kerman1,21944292.04,0,large,537000,4,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-02,Kerman1,28675139.69,0,large,537000,5,1,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-03,Kerman1,27457241.85,0,large,537000,6,1,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-04,Kerman1,22534797.91,0,large,537000,0,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-05,Kerman1,19862222.8,0,large,537000,1,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-06,Kerman1,20993382.52,0,large,537000,2,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-07,Kerman1,22062029.48,0,large,537000,3,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-08,Kerman1,20324603.48,0,large,537000,4,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-09,Kerman1,25771823.05,0,large,537000,5,1,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-10,Kerman1,27801794.44,0,large,537000,6,1,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-11,Kerman1,22583148.51,0,large,537000,0,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-12,Kerman1,23287490.64,0,large,537000,1,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-13,Kerman1,22916339.53,0,large,537000,2,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-14,Kerman1,20988138.25,0,large,537000,3,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-15,Kerman1,22450997.42,0,large,537000,4,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-16,Kerman1,26977128.76,0,large,537000,5,1,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-17,Kerman1,28229166.24,0,large,537000,6,1,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-18,Kerman1,21501281.62,0,large,537000,0,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-19,Kerman1,22521100.49,0,large,537000,1,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-20,Kerman1,21544913.04,0,large,537000,2,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-21,Kerman1,23259581.82,0,large,537000,3,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-22,Kerman1,21677537.75,0,large,537000,4,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-23,Kerman1,27576793.37,0,large,537000,5,1,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-24,Kerman1,26320149.71,0,large,537000,6,1,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-25,Kerman1,21378649.85,0,large,537000,0,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-26,Kerman1,22002849.93,0,large,537000,1,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-27,Kerman1,21314395.86,0,large,537000,2,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-28,Kerman1,28142020.2,1,large,537000,3,0,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-29,Kerman1,50771429.11,1,large,537000,4,0,1,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-30,Kerman1,27328476.31,0,large,537000,5,1,0,0,2023,12,0,1.0,16110300.0,0.0271
2023-12-31,Kerman1,26853058.38,0,large,537000,6,1,0,0,2023,12,0,1.0,16110300.0,0.0271
2024-01-01,Kerman1,33990141.71,0,large,537000,0,0,1,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-02,Kerman1,33503291.14,0,large,537000,1,0,1,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-03,Kerman1,33197407.41,0,large,537000,2,0,1,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-04,Kerman1,34529599.35,0,large,537000,3,0,1,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-05,Kerman1,22106324.07,0,large,537000,4,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-06,Kerman1,28093863.32,0,large,537000,5,1,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-07,Kerman1,27772975.33,0,large,537000,6,1,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-08,Kerman1,22051176.38,0,large,537000,0,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-09,Kerman1,21321065.58,0,large,537000,1,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-10,Kerman1,21975931.2,0,large,537000,2,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-11,Kerman1,21200579.63,0,large,537000,3,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-12,Kerman1,32113370.56,0,large,537000,4,0,1,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-13,Kerman1,40257054.51,0,large,537000,5,1,1,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-14,Kerman1,27630183.94,0,large,537000,6,1,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-15,Kerman1,21726128.11,0,large,537000,0,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-16,Kerman1,21558065.33,0,large,537000,1,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-17,Kerman1,20439729.29,0,large,537000,2,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-18,Kerman1,22645230.83,0,large,537000,3,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-19,Kerman1,23489035.0,0,large,537000,4,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-20,Kerman1,27271400.21,0,large,537000,5,1,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-21,Kerman1,27023686.14,0,large,537000,6,1,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-22,Kerman1,22679988.08,0,large,537000,0,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-23,Kerman1,21608802.77,0,large,537000,1,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-24,Kerman1,21437494.23,0,large,537000,2,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-25,Kerman1,21531561.34,0,large,537000,3,0,0,0,2024,1,0,1.0,16110300.0,0.0271
2024-01-26,Kerman1,23170131.89,0,large,537000,4,0,0,0,2024,1,0,1.0,16110300.0,0.0271
